date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,sunlight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2017-09-24,33.6,26.87,26.5,19.4,40,,85,62,63,41,19.4,18.6,18.2,17.1,13,6.58,7.5,2,,,102.1,101.96,101.95,101.8,100.09,99.92,99.94,99.79,24100,24100,24100,24100,5.5,4.2,4.3,3.2,0,8.5,21.5,19.5,16.5,0,0,0,,07:07:00,19:12:00,12.08,7.12,19.2,6,6,33,33,20,20,,,,,,2,0.4,1,0,,,,
2017-09-23,33.1,25.49,25.4,17.7,38,,71,53.7,53,35,19.3,15.2,15.1,10.8,14,7.29,7.5,1,,,102,101.9,101.9,101.8,99.97,99.84,99.85,99.72,24100,24100,24100,24100,4.8,4.2,4.2,3.6,0,7.4,20.4,18.4,15.4,0,0,0,,07:06:00,19:14:00,12.13,7.1,19.23,6,6,31,32,19,19,,,,,,5,1.3,2.5,0,,,,
2017-09-22,27.1,22.24,21.9,16.7,30,,87,60.5,63.5,40,16.5,13.7,12.8,9,17,6.92,9,1,,,102.1,102.01,102,101.9,100.06,99.94,99.94,99.82,24100,24100,24100,24100,4,3.2,3.4,2.7,0,3.9,16.9,14.9,11.9,0,0,0,,07:05:00,19:16:00,12.18,7.08,19.27,6,6,27,27,18,18,,,,,,5,1.3,2.5,0,,,,
2017-09-21,27.4,22.15,21.6,15.8,32,,85,69,67,49,17.8,16,16.2,14.7,18,8.38,10.5,3,,,102,101.95,101.85,101.7,99.96,99.89,99.83,99.69,24100,23900,21700,19300,3,2.7,2.8,2.5,0,3.6,16.6,14.6,11.6,0,0,0,,07:03:00,19:17:00,12.23,7.05,19.28,5,5,27,27,17,17,,,,,,2,0.6,1,0,,,,
2017-09-20,25.8,21.68,21.85,17.9,32,,93,76.5,79,65,19,17.3,17.1,15.3,21,8.67,12.5,4,,,101.8,101.68,101.7,101.6,99.74,99.63,99.64,99.54,24100,20900,16900,9700,3.5,2.8,2.8,2.1,0,3.8,16.9,14.8,11.8,0,0,0,,07:02:00,19:19:00,12.28,7.03,19.32,5,6,27,27,17,17,,,,,,7,2.4,3.5,0,,,,
2017-09-19,27.3,22.23,22.95,18.6,33,,94,79.3,77,60,19.6,18.4,18.6,17.6,16,10.21,9,2,35,20,101.7,101.63,101.6,101.5,99.67,99.58,99.56,99.44,24100,20500,16900,9700,3.4,2.7,2.6,1.9,0,5,17.9,15.9,12.9,0,0,0,,07:01:00,19:21:00,12.33,7.02,19.35,5,6,26,26,19,19,,,,,,8,6.9,7,6,,,,
2017-09-18,27.7,21.51,21.75,15.8,34,,94,80.5,76.5,59,19.2,17.9,17.5,15.8,18,9.21,9.5,1,,,101.9,101.77,101.8,101.7,99.79,99.71,99.69,99.59,24100,18758.3,15250,6400,3.4,3.1,3,2.7,0,3.8,16.8,14.8,11.8,0,0,0,,07:00:00,19:23:00,12.38,7,19.38,6,6,27,27,18,18,,,,,,8,5.3,4,0,,,,
2017-09-17,26.9,21,21.04,15.2,31,,89,76,72,55,18.3,16.5,16.1,13.8,18,8.46,10.5,3,,,102.1,101.99,101.95,101.8,100.06,99.91,99.89,99.73,24100,22766.7,20100,16100,3.2,2.9,2.9,2.6,0,3,16,14,11,0,0,0,,06:59:00,19:25:00,12.43,6.98,19.42,6,6,28,28,17,17,,,,,,3,0.8,1.5,0,,,,
2017-09-16,27.3,21.38,21.15,15,31,,90,69.5,68.5,47,16.4,15.2,15.1,13.8,16,7.25,8.5,1,,,102.3,102.16,102.2,102.1,100.22,100.08,100.1,99.98,24100,24100,24100,24100,3.2,2.9,3,2.7,0,3.1,16.1,14.2,11.2,0,0,0,,06:58:00,19:27:00,12.48,6.97,19.45,6,6,27,27,15,15,,,,,,2,0.5,1,0,,,,
2017-09-15,26.2,21.52,21.65,17.1,31,,90,71.9,72.5,55,16.9,16.1,16,15.1,16,8.79,9,2,,,102.1,101.85,101.8,101.5,100,99.77,99.73,99.46,24100,24100,24100,24100,3.7,3.3,3.3,2.9,0,3.6,16.6,14.7,11.7,0,0,0,,06:57:00,19:28:00,12.52,6.95,19.47,6,6,28,28,17,17,,,,,,8,3.2,4,0,,,,
2017-09-14,27.6,21.95,21.5,15.4,31,,90,68.8,68.5,47,17.5,15.7,15.6,13.7,28,10.71,15.5,3,32,32,101.5,101.12,101.2,100.9,99.41,99.06,99.14,98.86,24100,24100,24100,24100,3.8,3.4,3.5,3.1,0,3.5,16.5,14.5,11.5,0,0,0,,06:56:00,19:30:00,12.57,6.93,19.5,6,6,26,26,14,15,,,,,,8,6,5,2,,,,
2017-09-13,24.9,18.53,18.14,11.4,27,,86,70.2,64.5,43,15.8,12.8,12.8,9.9,16,8.17,9.5,3,,,101.2,101.06,101.05,100.9,99.18,98.99,98.99,98.8,24100,24100,24100,24100,4.1,3.4,3.5,2.9,0,0.1,13.1,11.1,8.1,0,0,0,,06:54:00,19:32:00,12.63,6.9,19.53,6,6,25,25,14,14,,,,,,8,3.4,4,0,,,,
2017-09-12,24.4,17.98,17.1,9.8,27,,86,60.7,61.5,37,12.1,9.6,9.8,7.4,14,6.75,7.5,1,,,102.1,101.63,101.65,101.2,99.98,99.55,99.59,99.19,24100,24100,24100,24100,4.2,3.4,3.5,2.7,0.9,0,12.1,10.1,7.1,0,0,0,,06:53:00,19:34:00,12.68,6.88,19.57,7,7,25,25,7,7,,,,,,3,1.7,1.5,0,,,,
2017-09-11,22.6,15.65,15.5,8.4,,,84,60.8,54,24,11.8,7.2,6.2,0.6,11,7.17,6.5,2,,,103.1,102.62,102.6,102.1,100.95,100.51,100.49,100.03,24100,24100,24100,24100,3,2.5,2.5,2.1,2.5,0,10.5,8.5,5.5,0,0,0,,06:52:00,19:36:00,12.73,6.87,19.6,6,6,22,22,7,7,,,,,,7,2.7,3.5,0,,,,
2017-09-10,19.1,13.77,13.65,8.2,,,81,60.5,60.5,40,6.7,5.9,5.7,4.7,14,8.83,7.5,1,,,103.4,103.2,103.25,103.1,101.27,101.07,101.11,100.95,24100,24100,24100,24100,2.2,1.7,1.8,1.5,4.3,0,8.7,6.7,3.6,0,0,0,,06:51:00,19:38:00,12.78,6.85,19.63,7,7,20,20,5,5,,,,,,1,0.2,0.5,0,,,,
2017-09-09,17.9,12.6,12.8,7.7,,,86,64.2,65,44,7.3,5.6,6,4.8,25,15.42,14.5,4,32,2,103.2,103.01,102.95,102.7,101.03,100.88,100.83,100.62,24100,24100,24100,24100,2,1.6,1.6,1.3,5.2,0,7.8,5.8,2.8,0,0,0,,06:50:00,19:39:00,12.82,6.83,19.65,6,6,19,19,5,5,,,,,,5,1.3,2.5,0,,,,
2017-09-08,18.5,13.4,14,9.5,,,88,72.2,69,50,10,8.3,8,6,30,18.75,21,12,41,1,102.7,102.05,102.1,101.5,100.56,99.95,99.97,99.37,24100,23900,21700,19300,1.9,1.5,1.6,1.3,4,0,9,7,4,0,0,0,,06:49:00,19:41:00,12.87,6.82,19.68,4,5,17,17,6,6,,,,,,8,4.7,4,0,,,,
2017-09-07,20.3,13.93,14.95,9.6,,,90,76.2,69.5,49,12.7,9.6,10.5,8.3,37,17.42,21.5,6,50,30,101.4,101.13,101.2,101,99.33,99.05,99.11,98.89,24100,24100,24100,24100,2,1.7,1.8,1.5,3,0,9.9,8,5,4.2,4.2,0,,06:48:00,19:43:00,12.92,6.8,19.72,4,4,18,18,11,11,,,,,,8,5.1,4.5,1,,,,
2017-09-06,21,15.93,16,11,,,85,67.1,66.5,48,11.3,9.5,9.6,7.9,20,11.17,11.5,3,,,101.2,101.15,101.1,101,99.14,99.06,99.04,98.95,24100,24100,24100,24100,2.9,2.4,2.4,1.8,2,0,11,9,6,0,0,0,,06:47:00,19:45:00,12.97,6.78,19.75,5,6,19,19,9,9,,,,,,7,5.4,4.5,2,,,,
2017-09-05,21.4,16.8,17.04,12.7,,,92,74.2,72.5,53,14.8,12,12.2,9.5,27,14.04,15,3,48,32,101,100.67,100.7,100.4,98.93,98.62,98.65,98.37,24100,23900,21700,19300,2.9,2.6,2.5,2.1,1,0,12,10,7,4.6,4.6,0,,06:45:00,19:47:00,13.03,6.75,19.78,6,6,20,20,10,11,,,,,,8,4.9,4.5,1,,,,
2017-09-04,26.7,20.03,20.3,13.9,31,,91,71,67.5,44,17.8,14.2,14.9,12,43,22.38,25,7,67,23,101.1,100.56,100.55,100,99.03,98.51,98.51,97.99,24100,22229.2,15250,6400,3.5,2.7,2.9,2.3,0,2.3,15.3,13.3,10.3,8.6,8.6,0,,06:44:00,19:48:00,13.07,6.73,19.8,5,7,27,27,12,12,,,,,,8,3.4,4,0,,,,
2017-09-03,21.4,16.95,17.85,14.3,,,96,78.3,72.5,49,14.4,12.9,12.3,10.2,37,16.38,20,3,50,28,101.3,101.09,101.15,101,99.24,99.02,99.07,98.9,24100,22062.5,14050,4000,2.7,2,2,1.3,0.1,0,12.8,10.8,7.8,8.8,8.8,0,,06:43:00,19:50:00,13.12,6.72,19.83,4,5,21,22,14,15,,,,,,8,6.8,5.5,3,,,,
2017-09-02,20,14.53,13.65,7.3,,,86,68.5,66.5,47,12.4,8.5,8.9,5.4,27,14.29,15.5,4,41,11,102.3,101.95,101.85,101.4,100.23,99.85,99.77,99.31,24100,24100,24100,24100,2.2,1.9,2,1.7,4.3,0,8.7,6.7,3.6,0,0,0,,06:42:00,19:52:00,13.17,6.7,19.87,7,7,19,20,14,14,,,,,,8,4.4,4.5,1,,,,
2017-09-01,18,12.71,12.7,7.4,,,81,62.3,60,39,7.2,5.4,5.3,3.5,18,12.04,12.5,7,,,102.6,102.38,102.4,102.2,100.47,100.27,100.28,100.1,24100,24100,24100,24100,2.7,2,2.1,1.5,5.3,0,7.7,5.7,2.7,0,0,0,,06:41:00,19:54:00,13.22,6.68,19.9,6,6,19,19,9,9,,,,,,7,4,3.5,0,,,,
2017-08-31,19.3,15.7,14.5,9.7,,,92,66.2,69,46,16.5,9,10.2,3.8,40,23.12,26,12,50,34,102.3,101.9,101.85,101.4,100.21,99.81,99.78,99.36,24100,22762.5,15250,6400,3.1,1.9,2.3,1.5,3.5,0,9.5,7.5,4.5,3.8,3.8,0,,06:40:00,19:56:00,13.27,6.67,19.93,6,6,19,19,7,12,,,,,,8,4.4,4,0,,,,
2017-08-30,24.7,19.03,19,13.3,27,,85,70.4,68.5,52,15.6,13.4,13.2,10.8,17,10.04,9.5,2,,,101.7,101.55,101.55,101.4,99.62,99.47,99.46,99.29,24100,24100,24100,24100,4.1,3.1,3.2,2.3,0,1,14,12,9,0.2,0.2,0,,06:39:00,19:57:00,13.3,6.65,19.95,7,7,25,25,12,12,,,,,,8,2.8,4,0,,,,
2017-08-29,23.1,19.34,19.14,15.2,25,,77,65.8,64.5,52,13.8,12.7,12.4,11.1,19,12.46,13.5,8,,,102.1,101.98,101.9,101.7,100.05,99.9,99.84,99.62,80500,26450,52300,24100,2.8,2.6,2.6,2.5,0,1.1,14.1,12.1,9.1,0,0,0,,06:38:00,19:59:00,13.35,6.63,19.98,5,6,23,24,14,14,,,,,,7,5.8,3.5,0,,,,
2017-08-28,23,19.08,19.39,15.8,26,,84,66.9,68,52,13.8,12.7,12.7,11.6,23,13.67,14,5,33,14,102.3,102.21,102.2,102.1,100.25,100.14,100.14,100.04,24100,24100,24100,24100,3.2,2.5,2.5,1.8,0,1.4,14.4,12.4,9.4,0,0,0,,06:36:00,20:01:00,13.42,6.6,20.02,6,6,22,23,17,17,,,,,,8,6.5,4.5,1,,,,
2017-08-27,22.8,17.15,16.75,10.7,,,80,59.7,60,40,12.2,8.8,9.8,7.3,25,13.54,13.5,2,39,12,102.6,102.48,102.45,102.3,100.5,100.37,100.36,100.21,24100,24100,24100,24100,3.1,2.3,2.5,2,1.2,0,11.8,9.8,6.8,0,0,0,,06:35:00,20:02:00,13.45,6.58,20.03,7,7,23,23,14,14,,,,,,7,4,3.5,0,,,,
2017-08-26,22.4,16.58,16.35,10.3,,,73,56.7,56.5,40,10.6,7.7,8.2,5.7,16,9.17,10,4,,,102.7,102.61,102.6,102.5,100.63,100.5,100.51,100.4,24100,24100,24100,24100,3,2.3,2.4,1.8,1.6,0,11.3,9.3,6.3,0,0,0,,06:34:00,20:04:00,13.5,6.57,20.07,7,7,22,22,10,11,,,,,,4,2,2,0,,,,
2017-08-25,21.7,16.13,16.35,11,,,79,55.9,56,33,9,6.8,6.7,4.4,21,12.58,13.5,6,,,102.6,102.31,102.3,102,100.46,100.2,100.17,99.89,24100,24100,24100,24100,2.6,2,2,1.5,1.6,0,11.3,9.3,6.3,0,0,0,,06:33:00,20:06:00,13.55,6.55,20.1,7,7,22,23,10,12,,,,,,5,2,2.5,0,,,,
2017-08-24,20.4,15.64,15.6,10.8,,,89,69.4,69,49,11.6,9.8,9.9,8.3,25,15,16.5,8,35,35,101.9,101.67,101.65,101.4,99.85,99.6,99.61,99.36,24100,24100,24100,24100,2.1,1.7,1.7,1.3,2.4,0,10.6,8.6,5.6,0,0,0,,06:32:00,20:08:00,13.6,6.53,20.13,6,6,20,20,9,9,,,,,,8,4.7,4,0,,,,
2017-08-23,23.3,17.88,17.5,11.7,26,,88,65.6,63.5,39,13.8,11,10.8,7.8,35,23,24,13,52,29,101.4,101.11,101.15,100.9,99.31,99.05,99.06,98.82,24100,24100,24100,24100,2.4,2,2,1.7,0.5,0,12.5,10.5,7.5,0,0,0,,06:31:00,20:09:00,13.63,6.52,20.15,6,7,23,23,11,11,,,,,,6,2.4,3,0,,,,
2017-08-22,26.3,22.62,20.25,14.2,34,,90,75.8,76,62,21.7,18.1,16.8,11.9,48,23.54,26.5,5,69,29,101.4,100.77,100.9,100.4,99.4,98.73,98.87,98.33,24100,22562.5,13650,3200,3.4,2.8,2.8,2.1,0,2.2,15.2,13.2,10.2,8,8,0,,06:30:00,20:11:00,13.68,6.5,20.18,3,3,26,26,14,20,,,,,,8,6.1,4,0,,,,
2017-08-21,30,24.87,24.3,18.6,37,,75,63.2,63.5,52,20.5,17.4,17.1,13.8,19,9.12,11,3,29,25,102,101.78,101.75,101.5,99.89,99.72,99.67,99.45,24100,24100,24100,24100,4.6,3.8,3.8,2.9,0,6.3,19.3,17.3,14.3,0,0,0,,06:29:00,20:12:00,13.72,6.48,20.2,7,8,30,30,19,20,,,,,,8,4.3,4.5,1,,,,
2017-08-20,28.6,22.13,22.1,15.6,33,,86,66.6,66.5,47,17.6,15.3,15.2,12.9,24,12,13.5,3,37,25,101.9,101.72,101.7,101.5,99.84,99.66,99.63,99.43,24100,24100,24100,24100,3.9,2.7,2.8,1.7,0,4.1,17.1,15.1,12.1,0,0,0,,06:27:00,20:14:00,13.78,6.45,20.23,7,7,28,28,17,17,,,,,,7,2.8,3.5,0,,,,
2017-08-19,24.6,20.37,20.5,16.4,28,,87,72.1,72.5,58,16.8,15.1,15,13.2,35,21.25,22.5,10,46,29,101.4,101.05,101.15,100.9,99.39,99,99.11,98.82,24100,24100,24100,24100,2.1,1.7,1.8,1.4,0,2.5,15.5,13.5,10.5,0,0,0,,06:26:00,20:16:00,13.83,6.43,20.27,5,7,24,24,15,15,,,,,,8,5.7,4,0,,,,
2017-08-18,26.8,22.77,23.35,19.9,33,,97,79.6,80,63,20.9,18.9,18.8,16.7,34,20.58,19,4,48,26,100.9,100.6,100.7,100.5,98.82,98.57,98.64,98.47,24100,19825,14450,4800,2.6,2.1,2.1,1.7,0,5.3,18.4,16.4,13.3,0,0,0,,06:25:00,20:17:00,13.87,6.42,20.28,5,6,25,26,17,18,,,,,,8,5.8,4,0,,,,
2017-08-17,23.7,19.83,20.25,16.8,28,,95,82.6,78.5,62,19.9,16.7,17.5,15.1,21,11.46,12.5,4,32,11,101.8,101.35,101.25,100.7,99.73,99.28,99.18,98.63,24100,20562.5,15250,6400,2.3,2,2,1.8,0,2.2,15.2,13.2,10.2,14.6,14.6,0,,06:24:00,20:19:00,13.92,6.4,20.32,7,7,24,24,20,20,,,,,,8,6.3,4,0,,,,
2017-08-16,23.9,19.95,20.04,16.2,28,,85,74.4,74.5,64,16.4,15.3,15.2,13.9,17,11.33,10.5,4,,,101.9,101.77,101.7,101.5,99.87,99.7,99.66,99.45,24100,24100,24100,24100,2.7,2.2,2.2,1.8,0,2,15,13,10,0,0,0,,06:23:00,20:20:00,13.95,6.38,20.33,7,9,25,25,15,15,,,,,,7,3,3.5,0,,,,
2017-08-15,27.5,21.41,21.85,16.2,31,,89,72.4,65.5,42,17.8,16,15.7,13.6,25,11.54,13.5,2,41,36,101.5,101.17,101.3,101.1,99.43,99.11,99.22,99,24100,23900,21700,19300,3.8,3.1,3.1,2.4,0,3.8,16.9,14.8,11.8,1.4,1.4,0,,06:22:00,20:22:00,14,6.37,20.37,7,7,24,25,15,16,,,,,,8,4.8,4,0,,,,
2017-08-14,26.1,21.25,21.4,16.7,29,,87,62.2,66,45,17.8,13.5,15.1,12.3,15,7.25,7.5,0,,,101.7,101.42,101.4,101.1,99.61,99.36,99.33,99.06,24100,24100,24100,24100,2.8,2.4,2.3,1.8,0,3.4,16.4,14.4,11.4,0,0,0,,06:21:00,20:23:00,14.03,6.35,20.38,7,7,25,25,16,16,,,,,,8,6.2,5.5,3,,,,
2017-08-13,26.6,20.66,20,13.4,28,,88,62.5,63.5,39,14.5,12.8,12.6,10.7,17,11.17,11.5,6,,,101.7,101.62,101.55,101.4,99.66,99.54,99.5,99.34,24100,24100,24100,24100,2.5,2,2,1.4,0,2,15,13,10,0,0,0,,06:20:00,20:25:00,14.08,6.33,20.42,7,7,26,26,15,15,,,,,,7,3.8,3.5,0,,,,
2017-08-12,25.7,20.36,21.04,16.4,30,,91,75.6,73.5,56,18.3,15.8,16.1,13.9,30,14.46,16.5,3,41,34,101.4,101.12,101.2,101,99.33,99.08,99.15,98.97,24100,23433.3,20100,16100,3,2.7,2.6,2.2,0,3,16,14,11,0.4,0.4,0,,06:18:00,20:26:00,14.13,6.3,20.43,6,7,24,24,16,16,,,,,,8,4.7,4,0,,,,
2017-08-11,25,21.8,21.1,17.2,31,,89,78.6,76,63,19.3,17.9,17.6,15.9,22,11.5,13.5,5,41,21,101.8,101.48,101.45,101.1,99.73,99.43,99.39,99.04,24100,20233.3,18500,12900,3.8,3.1,3.2,2.6,0,3.1,16.1,14.1,11.1,2.2,2.2,0,,06:17:00,20:28:00,14.18,6.28,20.47,5,6,25,25,18,18,,,,,,8,7.2,6.5,5,,,,
2017-08-10,27,22.29,22.3,17.6,32,,79,66.8,63,47,18.8,15.8,15.9,13,22,10.08,11.5,1,33,15,102.2,102.05,102,101.8,100.14,99.98,99.94,99.75,24100,24100,24100,24100,4.1,3.7,3.6,3.1,0,4.3,17.3,15.3,12.3,0,0,0,,06:16:00,20:29:00,14.22,6.27,20.48,7,7,28,28,19,19,,,,,,8,5.6,5,2,,,,
2017-08-09,28.8,23.06,22.5,16.2,32,,79,57.3,58.5,38,17.7,13.8,14.8,11.8,31,14,17.5,4,43,26,102.2,102.03,102.05,101.9,100.11,99.96,99.97,99.83,24100,24100,24100,24100,3.5,3,3,2.4,0,4.5,17.5,15.5,12.5,0,0,0,,06:15:00,20:31:00,14.27,6.25,20.52,7,7,28,28,16,16,,,,,,7,4.1,4,1,,,,
2017-08-08,25.9,20.04,19.64,13.4,29,,89,64.2,64.5,40,14.3,12.6,12.1,9.9,27,15,18,9,35,31,101.9,101.72,101.75,101.6,99.79,99.65,99.64,99.5,24100,24100,24100,24100,2.8,2.2,2.2,1.7,0,1.6,14.6,12.6,9.6,0,0,0,,06:14:00,20:32:00,14.3,6.23,20.53,7,7,26,26,15,16,,,,,,7,3.1,3.5,0,,,,
2017-08-07,21.7,18.8,18.05,14.4,25,,85,69.8,73,61,14.6,13.2,13.1,11.6,18,8.46,10,2,41,34,101.7,101.58,101.6,101.5,99.62,99.51,99.5,99.38,24100,24100,24100,24100,2.6,2.3,2.4,2.2,0,0.1,13.1,11.1,8.1,0.4,0.4,0,,06:13:00,20:34:00,14.35,6.22,20.57,6,8,23,23,12,13,,,,,,7,6.1,4.5,2,,,,
2017-08-06,26,19.39,18.89,11.8,27,,84,62.2,62.5,41,14.1,11.6,11.7,9.3,25,14.17,16,7,39,23,101.8,101.7,101.7,101.6,99.7,99.61,99.61,99.52,24100,24100,24100,24100,1.8,1.8,1.8,1.8,0,0.9,13.9,11.9,8.9,0,0,0,,06:12:00,20:35:00,14.38,6.2,20.58,7,7,24,24,15,15,,,,,,7,4,3.5,0,,,,
2017-08-05,21.6,17.55,17.14,12.7,,,85,67.5,64.5,44,13.3,11.2,10.7,8,45,26.38,27,9,61,29,101.7,101.16,101.2,100.7,99.59,99.09,99.13,98.68,24100,24100,24100,24100,2.2,1.7,1.8,1.4,0.9,0,12.1,10.1,7.1,0.2,0.2,0,,06:11:00,20:36:00,14.42,6.18,20.6,6,6,21,21,13,13,,,,,,7,3.8,3.5,0,,,,
2017-08-04,26.4,21.32,21,15.6,33,,94,82.2,79,64,21.2,18.1,16.5,11.8,29,16.46,18,7,43,16,101.3,100.92,100.95,100.6,99.26,98.88,98.92,98.57,24100,21529.2,14050,4000,3.1,2.9,2.7,2.3,0,3,16,14,11,29.6,29.6,0,,06:10:00,20:38:00,14.47,6.17,20.63,3,7,27,27,14,14,,,,,,8,6.6,5,2,,,,
2017-08-03,27.3,22.64,22.85,18.4,34,,93,77.9,77,61,19.9,18.5,17.9,15.9,21,10.54,12.5,4,30,12,101.9,101.65,101.6,101.3,99.8,99.59,99.53,99.27,24100,18791.7,14050,4000,4.7,3.5,3.7,2.7,0,4.8,17.9,15.8,12.8,0.4,0.4,0,,06:08:00,20:39:00,14.52,6.13,20.65,8,8,29,29,20,20,,,,,,7,4.9,4,1,,,,
2017-08-02,29.6,23.94,24.25,18.9,35,,84,66.9,65,46,18.8,17.2,17.4,16.1,28,9.96,15.5,3,48,31,101.7,101.61,101.55,101.4,99.67,99.56,99.52,99.37,24100,24100,24100,24100,4.1,3.4,3.4,2.7,0,6.2,19.2,17.2,14.2,0.2,0.2,0,,06:07:00,20:40:00,14.55,6.12,20.67,8,8,30,30,19,19,,,,,,8,4.4,4,0,,,,
2017-08-01,28.6,23.02,23.35,18.1,35,,96,72.4,75,54,20.5,17.6,18.4,16.2,21,9.25,12.5,4,59,21,101.9,101.77,101.75,101.6,99.83,99.7,99.71,99.58,24100,24100,24100,24100,4.3,2.9,3.1,2,0,5.3,18.4,16.4,13.3,13.4,13.4,0,,06:06:00,20:41:00,14.58,6.1,20.68,8,8,30,30,20,20,,,,,,8,3.5,4,0,,,,
2017-07-31,31.3,23.37,24.15,17,36,,77,65.8,60,43,20.5,16.5,16.5,12.5,23,11.96,14,5,56,2,101.9,101.85,101.8,101.7,99.88,99.8,99.78,99.69,24100,24100,24100,24100,4.8,2.8,3.4,1.9,0,6.2,19.1,17.1,14.2,2,2,0,,06:05:00,20:42:00,14.62,6.08,20.7,8,8,29,29,17,17,,,,,,7,3.5,3.5,0,,,,
2017-07-30,30.4,24.32,24.25,18.1,33,,69,49.6,50,31,14.2,12.7,12.4,10.6,26,20.75,18.5,11,41,35,101.9,101.83,101.8,101.7,99.87,99.77,99.75,99.63,24100,24100,24100,24100,2.3,1.8,1.8,1.4,0,6.2,19.2,17.2,14.2,0,0,0,,06:04:00,20:44:00,14.67,6.07,20.73,8,8,28,29,16,18,,,,,,7,2.6,3.5,0,,,,
2017-07-29,27.5,21.66,21.4,15.3,31,,86,60.3,65,44,14.7,13.2,13.2,11.8,29,20.54,22.5,16,41,34,101.8,101.63,101.65,101.5,99.69,99.57,99.55,99.41,32200,24437.5,28150,24100,1.8,1.5,1.4,1.1,0,3.4,16.4,14.4,11.4,0,0,0,,06:03:00,20:45:00,14.7,6.05,20.75,8,8,26,26,16,16,,,,,,7,3.3,3.5,0,,,,
2017-07-28,22.7,19.47,19.3,15.9,,,86,62.2,60,34,15.6,11.6,10.6,5.5,25,17.17,17.5,10,41,6,101.6,101.5,101.5,101.4,99.52,99.42,99.41,99.3,24100,24100,24100,24100,2,1.7,1.8,1.5,0,1.3,14.3,12.3,9.3,0,0,0,,06:02:00,20:46:00,14.73,6.03,20.77,6,8,23,23,15,15,,,,,,8,5.6,4.5,1,,,,
2017-07-27,27.1,21.62,22.5,17.9,33,,92,79.1,71,50,20.1,17.6,17.4,14.6,25,11.88,14.5,4,33,35,101.5,101.34,101.3,101.1,99.45,99.29,99.27,99.1,24100,22700,16900,9700,3.5,2.7,2.8,2,0,4.5,17.5,15.5,12.5,5.4,5.4,0,,06:01:00,20:47:00,14.77,6.02,20.78,6,8,27,27,17,17,,,,,,8,6.2,4.5,1,,,,
2017-07-26,21.7,18.83,18.25,14.8,26,,91,75.9,77.5,64,17.4,14.4,14.4,11.4,16,8.42,9.5,3,,,102.3,102.03,101.95,101.6,100.23,99.95,99.86,99.49,24100,23766.7,20100,16100,2.6,2.2,2.2,1.9,0,0.2,13.2,11.2,8.2,2.6,2.6,0,,06:00:00,20:48:00,14.8,6,20.8,8,9,25,25,18,18,,,,,,8,6.2,4,0,,,,
2017-07-25,23,19,19.2,15.4,26,,79,67.1,66.5,54,14.1,12.7,12.7,11.2,23,14.33,13.5,4,33,1,102.4,102.17,102.05,101.7,100.28,100.08,99.94,99.6,24100,24100,24100,24100,2.1,1.7,1.6,1,0,1.2,14.2,12.2,9.2,0,0,0,,05:59:00,20:49:00,14.83,5.98,20.82,8,9,23,23,14,14,,,,,,8,5.3,4,0,,,,
2017-07-24,22.1,19.35,19.05,16,27,,88,73.7,76.5,65,16.6,14.5,15,13.4,31,14.96,17,3,43,36,101.6,100.95,101.1,100.6,99.54,98.9,99.06,98.58,24100,23766.7,20100,16100,2,1.6,1.6,1.2,0,1.1,14.1,12.1,9.1,0,0,0,,05:58:00,20:50:00,14.87,5.97,20.83,6,6,23,23,15,16,,,,,,8,7.7,7,6,,,,
2017-07-23,24.4,21.82,22.29,20.2,30,,91,76,75.5,60,19,17.4,16.6,14.1,21,13.12,12,3,37,10,100.9,100.83,100.8,100.7,98.85,98.78,98.76,98.68,24100,23900,21700,19300,3,2.2,2.2,1.5,0,4.3,17.3,15.3,12.3,0,0,0,,05:57:00,20:51:00,14.9,5.95,20.85,7,8,25,25,17,17,,,,,,8,7.4,7.5,7,,,,
2017-07-22,23.8,22.1,22.05,20.3,29,,85,68.7,73,61,18.4,16.1,16.2,14.1,10,5.88,6,2,,,101.4,101.1,101.14,100.87,99.34,99.06,99.08,98.83,24100,23700,21700,19300,3,2.7,2.6,2.3,0,4,17.1,15.1,12.1,2.4,2.4,0,,05:56:00,20:52:00,14.93,5.93,20.87,8,8,24,24,17,17,,,,,,8,7.9,7.5,7,,,,
